"Source","Target","Flow"
"Piazzale Lodi","Palestro 1",1
"Piazzale Lodi","Palestro 2",1
"Piazzale Lodi","Patellani",7
"Piazzale Lodi","Piazzale Lodi",34
"Piazzale Lodi","Piola",19
"Piazzale Lodi","Porta Genova",3
"Piazzale Lodi","Porta Nuova",3
"Piazzale Lodi","Porta Venezia",3
"Piazzale Lodi","Porta Venezia 2",3
"Piazzale Lodi","Porta Volta civ. 5",1
"Piazzale Lodi","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",4
"Piazzale Lodi","Regina Margherita",5
"Piazzale Lodi","Reni - Guardi",2
"Piazzale Lodi","Resistenza Partigiana",5
"Piazzale Lodi","Richini",4
"Piazzale Lodi","Ripamonti Bellezza",31
"Piazzale Lodi","Risorgimento",3
"Piazzale Lodi","Romagna - Pascoli",1
"Piazzale Lodi","Romolo M2",5
"Piazzale Lodi","Roncaglia - Washington",1
"Piazzale Lodi","Rotonda della Besana",5
"Piazzale Lodi","S. F. Romana",5
"Piazzale Lodi","S. Nazaro in Brolo",13
"Piazzale Lodi","S. Stefano",25
"Piazzale Lodi","S.M. del Carso",1
"Piazzale Lodi","San Babila",6
"Piazzale Lodi","San Barnaba H Mangiagalli",21
"Piazzale Lodi","San Giorgio",10
"Piazzale Lodi","San Giovanni sul Muro",4
"Piazzale Lodi","San Gottardo - Gentilino",21
"Piazzale Lodi","San Lorenzo - ""Colonne""",3
"Piazzale Lodi","San Marco",1
"Piazzale Lodi","San Pietro all'Orto",1
"Piazzale Lodi","San Pietro in Gessate",9
"Piazzale Lodi","Sant'Ambrogio",2
"Piazzale Lodi","Sant'Angelo - P.ta Nuova",2
"Piazzale Lodi","Sant'Eustorgio- P.ta Ticinese",2
"Piazzale Lodi","Santa Maria Beltrade",2
"Piazzale Lodi","Santa Sofia",11
"Piazzale Lodi","Sarpi Niccolini",1
"Piazzale Lodi","Savona - Tolstoj",1
"Piazzale Lodi","Segantini - Darwin",17
"Piazzale Lodi","Sempione - RAI",7
"Piazzale Lodi","Spadolini - Centro Leoni",14
"Piazzale Lodi","Sraffa",17
"Piazzale Lodi","Susa - Sidoli",12
"Piazzale Lodi","Teodosio - Pacini",1
"Piazzale Lodi","Tiraboschi - Muratori",12
"Piazzale Lodi","Tommaseo",1
"Piazzale Lodi","Torino - Carrobbio",3
"Piazzale Lodi","Toscana- Leoni",24
"Piazzale Lodi","Tunisia - Cozzi",2
"Piazzale Lodi","Tunisia Lecco Bellintani",3
"Piazzale Lodi","Università Bocconi",39
"Piazzale Lodi","Università Cattolica",2
"Piazzale Lodi","Verrocchio - Juvara",2
"Piazzale Lodi","Vesuvio - Lipari",1
"Piazzale Lodi","VIII novembre",2
"Piazzale Lodi","XXII Marzo",6
"Piazzale Lodi","XXIV Maggio",10
"Piazzale Lodi","XXV Aprile",5
"Piazzale Lodi","Zara M3",2
"Piazzi - Bernina","Accursio - Portello",2
"Piazzi - Bernina","Alserio - Cola Montano",4
"Piazzi - Bernina","Amendola M1",1
"Piazzi - Bernina","Augusto",1
"Piazzi - Bernina","Balilla - Tibaldi",1
"Piazzi - Bernina","Bausan - Brofferio",3
"Piazzi - Bernina","Bergognone - Tortona",1
"Piazzi - Bernina","Bernini",1
"Piazzi - Bernina","Borsieri - Confalonieri",45
"Piazzi - Bernina","Bovisa - Lambruschini",2
"Piazzi - Bernina","Bovisa Passante 1 - Alfieri",42
"Piazzi - Bernina","Brera",1
"Piazzi - Bernina","Buenos Aires - Lima",1
"Piazzi - Bernina","Ca' Granda - F. Testi",2
"Piazzi - Bernina","Cadore - Pinaroli",1
"Piazzi - Bernina","Cadorna 1",3
"Piazzi - Bernina","Cadorna 2",2
"Piazzi - Bernina","Cadorna 3",9
"Piazzi - Bernina","Cairoli",7
"Piazzi - Bernina","Caneva - Tolentino",2
"Piazzi - Bernina","Cantore",1
"Piazzi - Bernina","Cantù",4
"Piazzi - Bernina","Castel Morrone - M. A. Di Savoia",2
"Piazzi - Bernina","Castelli - Ailanti",4
"Piazzi - Bernina","Castello Acquario civico",2
"Piazzi - Bernina","Cavour",6
"Piazzi - Bernina","Centrale 1",3
"Piazzi - Bernina","Centrale 2",2
"Piazzi - Bernina","Chiesa - E. Filiberto",2
"Piazzi - Bernina","Chiese - F. Testi",1
"Piazzi - Bernina","Cordusio",6
"Piazzi - Bernina","Cusani",1
"Piazzi - Bernina","Dante - San Tomaso",3
"Piazzi - Bernina","De Angeli - R. Sanzio",3
"Piazzi - Bernina","Dergano",1
"Piazzi - Bernina","Diaz",1
"Piazzi - Bernina","Domodossola FNM - Filelfo",1
"Piazzi - Bernina","Duomo",7
"Piazzi - Bernina","Durante - D'aviano",2
"Piazzi - Bernina","Elba - Cimarosa",1
"Piazzi - Bernina","F.Filzi",3
"Piazzi - Bernina","Farini - Quadrio",9
"Piazzi - Bernina","Fiamma",2
"Piazzi - Bernina","Gadio - Paleocapa",1
"Piazzi - Bernina","Galvani - Restelli - RL",5
"Piazzi - Bernina","Garibaldi - Sturzo",16
"Piazzi - Bernina","Garibaldi Pepe",109
"Piazzi - Bernina","Gioia - Carissimi",1
"Piazzi - Bernina","Gioia - Sassetti",5
"Piazzi - Bernina","Giovanni XXIII",1
"Piazzi - Bernina","Gorizia 2",1
"Piazzi - Bernina","Govone - Borgese",1
"Piazzi - Bernina","Imbonati - Dergano M3",2
"Piazzi - Bernina","IV Novembre",1
"Piazzi - Bernina","Lagosta",11
"Piazzi - Bernina","Lancetti Passante - Maloja",4
"Piazzi - Bernina","Lanza",6
"Piazzi - Bernina","Legnano Arena civica",4
"Piazzi - Bernina","Livigno - Monte San Genesio",14
"Piazzi - Bernina","Lodi - Papi",2
"Piazzi - Bernina","Loreto 1",2
"Piazzi - Bernina","Mac Mahon - Artieri",1
"Piazzi - Bernina","Maciachini - Marche",3
"Piazzi - Bernina","Majno - Baretti",4
"Piazzi - Bernina","Manin - Bastioni",12
"Piazzi - Bernina","Meda",2
"Piazzi - Bernina","Medaglie D'Oro 1",1
"Piazzi - Bernina","Milizie - Tortona",1
"Piazzi - Bernina","Missori",1
"Piazzi - Bernina","Modena - Castel Morrone",2
"Piazzi - Bernina","Moscova",36
"Piazzi - Bernina","Murat - Villani - Milano Sport",13
"Piazzi - Bernina","Napoli - Washington",4
"Piazzi - Bernina","Nigra - Castellini",4
"Piazzi - Bernina","Ospedale Maggiore",1
"Piazzi - Bernina","P.zza Luigi di Savoia",1
"Piazzi - Bernina","Pagano - Guido D'Arezzo",4
"Piazzi - Bernina","Palazzo Marino",3
"Piazzi - Bernina","Piazza Carbonari",1
"Piazzi - Bernina","Piazza Nizza",8
"Piazzi - Bernina","Piazzi - Bernina",23
"Piazzi - Bernina","Piola",1
"Piazzi - Bernina","Porta Nuova",4
"Piazzi - Bernina","Porta Venezia 2",3
"Piazzi - Bernina","Procaccini - Gramsci",4
"Piazzi - Bernina","Procaccini . Cimitero Monumentale",1
"Piazzi - Bernina","QT8 - Isernia",1
"Piazzi - Bernina","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",3
"Piazzi - Bernina","Repubblica",2
"Piazzi - Bernina","Restelli - Galvani RL 1",6
"Piazzi - Bernina","Ripamonti Bellezza",4
"Piazzi - Bernina","Romagna - Pascoli",2
"Piazzi - Bernina","Rosario",1
"Piazzi - Bernina","S. F. Romana",3
"Piazzi - Bernina","S.Gioachimo",3
"Piazzi - Bernina","San Babila",2
"Piazzi - Bernina","San Giovanni sul Muro",1
"Piazzi - Bernina","San Gottardo - Gentilino",1
"Piazzi - Bernina","San Lorenzo - ""Colonne""",3
"Piazzi - Bernina","San Marco",6
"Piazzi - Bernina","Sant'Ambrogio",1
"Piazzi - Bernina","Sant'Angelo - P.ta Nuova",3
"Piazzi - Bernina","Santa Maria Beltrade",1
"Piazzi - Bernina","Santa Maria delle Grazie",3
"Piazzi - Bernina","Santa Sofia",1
"Piazzi - Bernina","Santissima Trinità",2
"Piazzi - Bernina","Sarpi Albertini",11
"Piazzi - Bernina","Sarpi Niccolini",7
"Piazzi - Bernina","Sempione - Melzi d Eril",3
"Piazzi - Bernina","Sempione - RAI",4
"Piazzi - Bernina","Settembrini - Vitruvio",2
"Piazzi - Bernina","Stelvio - Farini",3
"Piazzi - Bernina","Tommaseo",1
"Piazzi - Bernina","Treves",1
"Piazzi - Bernina","Tunisia - Cozzi",4
"Piazzi - Bernina","Tunisia Lecco Bellintani",2
"Piazzi - Bernina","Valtellina - Aprica",3
"Piazzi - Bernina","Valtellina - Farini",31
"Piazzi - Bernina","Vercelli - Cherubini",1
"Piazzi - Bernina","Vercelli - Piemonte",5
"Piazzi - Bernina","Vesuvio - Lipari",1
"Piazzi - Bernina","VIII novembre",2
"Piazzi - Bernina","XXV Aprile",13
"Piazzi - Bernina","Zara M3",5
"Piola","Alserio - Cola Montano",3
"Piola","Arcivescovado",3
"Piola","Arco della Pace 1 - Bertani",1
"Piola","Arcole - Argelati",1
"Piola","Aspromonte - Pecchio",32
"Piola","Augusto",1
"Piola","B.Marcello - Boscovich",14
"Piola","Bacone - Monteverdi",22
"Piola","Bassini - Grossich",48
"Piola","Bausan - Brofferio",4
"Piola","Beccaria",6
"Piola","Benaco - Brembo",1
"Piola","Bergognone - Tortona",1
"Piola","Bernini",16
"Piola","Bocconi 2 - Bach",2
"Piola","Bonomelli",1
"Piola","Borgogna",5
"Piola","Borsieri - Confalonieri",6
"Piola","Bovisa Passante 1 - Alfieri",1
"Piola","Brenta MM",3
"Piola","Brera",1
"Piola","Brescia",1
"Piola","Brianza - Venini",35
"Piola","Bronzetti - Archimede",44
"Piola","Buenos Aires - Argentina",62
"Piola","Buenos Aires - Lima",29
"Piola","Cadore - Pinaroli",14
"Piola","Cadorna 1",2
"Piola","Cadorna 2",1
"Piola","Cadorna 3",3
"Piola","Caiazzo",13
"Piola","Cairoli",2
"Piola","Caneva - Tolentino",2
"Piola","Cantore",1
"Piola","Cantù",1
"Piola","Castel Morrone - M. A. Di Savoia",12
"Piola","Castelli - Ailanti",10
"Piola","Cavour",26
"Piola","Centrale 1",2
"Piola","Centrale 2",19
"Piola","Cinque Giornate",7
"Piola","Cirene - Friuli",1
"Piola","Conciliazione",1
"Piola","Coni Zugna Solari",2
"Piola","Cordusio",11
"Piola","Crema - Giulio Romano",1
"Piola","Crocetta",2
"Piola","Cusani",7
"Piola","D'Ancona",1
"Piola","Dante - San Tomaso",2
"Piola","Dateo",15
"Piola","De Angeli - R. Sanzio",1
"Piola","De Marchi - Lucini",5
"Piola","Dergano",2
"Piola","Diaz",2
"Piola","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",5
"Piola","Duomo",22
"Piola","Durante - D'aviano",25
"Piola","Edison",2
"Piola","Emilia - Piceno",13
"Piola","F.Filzi",14
"Piola","Fiamma",1
"Piola","Friuli",1
"Piola","Galvani - Restelli - RL",2
"Piola","Garibaldi - Sturzo",5
"Piola","Garibaldi Pepe",1
"Piola","Gioia - Carissimi",4
"Piola","Gioia - Cassina De' Pomm",28
"Piola","Gioia - Sassetti",1
"Piola","Gorini - Strambio",222
"Piola","Imbonati - Dergano M3",1
"Piola","Indipendenza-Castel Morrone",3
"Piola","Istria M5 - F. Testi",3
"Piola","Italia - San Martino",3
"Piola","Lagosta",6
"Piola","Lancetti Passante - Maloja",5
"Piola","Lanza",2
"Piola","Lazio - Vasari - Morosini",11
"Piola","Legnano Arena civica",2
"Piola","Livigno - Monte San Genesio",7
"Piola","Lodi - Papi",2
"Piola","Lombardia - Vallazze",9
"Piola","Loreto 1",27
"Piola","M. Gioia - ""Regione""",1
"Piola","Mac Mahon - Artieri",9
"Piola","Mac Mahon - Caracciolo",1
"Piola","Majno - Baretti",5
"Piola","Manin - Bastioni",2
"Piola","Manzoni",7
"Piola","Mascagni",16
"Piola","Meda",3
"Piola","Medaglie D'Oro 1",3
"Piola","Medaglie D'Oro 2",3
"Piola","Missori",1
"Piola","Modena - Castel Morrone",21
"Piola","Molino delle Armi",2
"Piola","Montenero - Spartaco",4
"Piola","Morgagni Redi",20
"Piola","Morozzo della Rocca",1
"Piola","Moscova",9
"Piola","Napo Torriani",5
"Piola","Nigra - Castellini",22
"Piola","Novelli - Carnaghi",14
"Piola","P.zza Luigi di Savoia",47
"Piola","Palazzo Marino",5
"Piola","Palestro 1",1
"Piola","Patellani",1
"Piola","Piazza Carbonari",4
"Piola","Piazzale Lodi",17
"Piola","Piazzi - Bernina",3
"Piola","Piola",42
"Piola","Pola RL",4
"Piola","Porta Genova",1
"Piola","Porta Nuova",2
"Piola","Porta Venezia",7
"Piola","Porta Venezia 2",22
"Piola","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",26
"Piola","Regina Margherita",1
"Piola","Reni - Guardi",144
"Piola","Repubblica",2
"Piola","Resistenza Partigiana",1
"Piola","Richini",2
"Piola","Ripamonti Bellezza",4
"Piola","Risorgimento",13
"Piola","Romagna - Pascoli",38
"Piola","S. F. Romana",38
"Piola","S. Nazaro in Brolo",3
"Piola","S. Stefano",2
"Piola","S.Gioachimo",16
"Piola","S.M. del Carso",1
"Piola","San Babila",25
"Piola","San Barnaba H Mangiagalli",2
"Piola","San Giorgio",1
"Piola","San Giovanni sul Muro",1
"Piola","San Gottardo - Gentilino",2
"Piola","San Lorenzo - ""Colonne""",1
"Piola","San Marco",2
"Piola","San Pietro in Gessate",9
"Piola","Sant'Ambrogio",3
"Piola","Sant'Angelo - P.ta Nuova",5
"Piola","Santa Maria Beltrade",1
"Piola","Santissima Trinità",2
"Piola","Sarpi Albertini",2
"Piola","Sarpi Niccolini",4
"Piola","Settembrini - Vitruvio",8
"Piola","Spadolini - Centro Leoni",2
"Piola","Sraffa",2
"Piola","Stefini - Ressi",5
"Piola","Stelvio - Farini",2
"Piola","Susa - Sidoli",67
"Piola","Teodosio - Pacini",31
"Piola","Torino - Carrobbio",4
"Piola","Toscana- Leoni",1
"Piola","Treves",1
"Piola","Triennale",2
"Piola","Tunisia - Cozzi",10
"Piola","Tunisia Lecco Bellintani",11
"Piola","Università Bocconi",1
"Piola","Università Cattolica",1
"Piola","V Alpini",3
"Piola","Valtellina - Aprica",4
"Piola","Velasca",1
"Piola","Verrocchio - Juvara",21
"Piola","VIII novembre",73
"Piola","Vittor Pisani",8
"Piola","XXII Marzo",3
"Piola","XXIV Maggio",1
"Piola","XXV Aprile",2
"Piola","Zara M3",1
"Pola RL","Alserio - Cola Montano",38
"Pola RL","Arco della Pace 2 - Pagano",2
"Pola RL","B.Marcello - Boscovich",2
"Pola RL","Bassini - Grossich",1
"Pola RL","Bausan - Brofferio",1
"Pola RL","Beatrice d'Este - Cassolo",1
"Pola RL","Bernini",1
"Pola RL","Bertarelli",12
"Pola RL","Bicocca M5 - Pulci",1
"Pola RL","Borsieri - Confalonieri",102
"Pola RL","Bovisa Passante 1 - Alfieri",1
"Pola RL","Brera",1
"Pola RL","Brianza - Venini",1
"Pola RL","Buenos Aires - Argentina",1
"Pola RL","Buenos Aires - Lima",9
"Pola RL","Ca' Granda - F. Testi",8
"Pola RL","Cadore - Pinaroli",1
"Pola RL","Caiazzo",8
"Pola RL","Cairoli",4
"Pola RL","Caneva - Tolentino",12
"Pola RL","Castel Morrone - M. A. Di Savoia",1
"Pola RL","Castello Acquario civico",2
"Pola RL","Cavour",1
"Pola RL","Centrale 1",84
"Pola RL","Centrale 2",19
"Pola RL","Chiesa - E. Filiberto",1
"Pola RL","Chiese - F. Testi",1
"Pola RL","Cinque Giornate",9
"Pola RL","Crocetta",1
"Pola RL","Cusani",1
"Pola RL","D'Ancona",1
"Pola RL","Dateo",1
"Pola RL","De Marchi - Lucini",2
"Pola RL","Dell'Umanitaria",6
"Pola RL","Diaz",2
"Pola RL","Domodossola FNM - Filelfo",2
"Pola RL","Duomo",7
"Pola RL","Edison",1
"Pola RL","Emilia - Piceno",3
"Pola RL","F.Filzi",12
"Pola RL","Farini - Quadrio",7
"Pola RL","Fatebenefratelli",1
"Pola RL","Foppa - Caravaggio",5
"Pola RL","Gadio - Paleocapa",1
"Pola RL","Galvani - Restelli - RL",3
"Pola RL","Garibaldi - Sturzo",4
"Pola RL","Garibaldi Pepe",128
"Pola RL","Gioia - Carissimi",37
"Pola RL","Gioia - Cassina De' Pomm",11
"Pola RL","Gioia - Pirelli",24
"Pola RL","Gioia - Sassetti",21
"Pola RL","Govone - Borgese",1
"Pola RL","Imbonati - Dergano M3",15
"Pola RL","Istria M5 - F. Testi",6
"Pola RL","IV Novembre",13
"Pola RL","Lagosta",2
"Pola RL","Lanza",5
"Pola RL","Lazio - Vasari - Morosini",5
"Pola RL","Legnano Arena civica",31
"Pola RL","Livigno - Monte San Genesio",1
"Pola RL","Lombardia - Vallazze",1
"Pola RL","Loreto 1",1
"Pola RL","M. Gioia - ""Regione""",2
"Pola RL","Maciachini - Marche",15
"Pola RL","Majno - Baretti",1
"Pola RL","Manin - Bastioni",2
"Pola RL","Manzoni",1
"Pola RL","Marussig - Castelvetro",1
"Pola RL","Meda",1
"Pola RL","Melchiorre Gioia - Galvani",3
"Pola RL","Melzi d Eril - Cagnola",1
"Pola RL","Molino delle Armi",3
"Pola RL","Morgagni Redi",1
"Pola RL","Moscova",5
"Pola RL","Murat - Villani - Milano Sport",3
"Pola RL","Napo Torriani",39
"Pola RL","Ospedale Maggiore",1
"Pola RL","P.zza Luigi di Savoia",3
"Pola RL","Palazzo Marino",1
"Pola RL","Palestro 1",1
"Pola RL","Piazza Carbonari",17
"Pola RL","Piazza Nizza",1
"Pola RL","Piazzi - Bernina",1
"Pola RL","Piola",1
"Pola RL","Pola RL",4
"Pola RL","Porta Nuova",5
"Pola RL","Porta Venezia",4
"Pola RL","Porta Venezia 2",3
"Pola RL","Porta Volta civ. 5",2
"Pola RL","Procaccini - Gramsci",2
"Pola RL","Regina Margherita",1
"Pola RL","Reni - Guardi",4
"Pola RL","Repubblica",1
"Pola RL","Risorgimento",2
"Pola RL","Romagna - Pascoli",1
"Pola RL","Rotonda della Besana",1
"Pola RL","S. F. Romana",3
"Pola RL","S.Gioachimo",40
"Pola RL","San Babila",1
"Pola RL","San Barnaba H Mangiagalli",2
"Pola RL","San Giorgio",3
"Pola RL","San Lorenzo - ""Colonne""",2
"Pola RL","San Marco",7
"Pola RL","San Pietro all'Orto",1
"Pola RL","San Pietro in Gessate",1
"Pola RL","Sant'Angelo - P.ta Nuova",18
"Pola RL","Santa Sofia",1
"Pola RL","Santissima Trinità",9
"Pola RL","Sarpi Niccolini",1
"Pola RL","Sempione - Melzi d Eril",4
"Pola RL","Sempione - RAI",2
"Pola RL","Settembrini - Vitruvio",3
"Pola RL","Stefini - Ressi",2
"Pola RL","Stelvio - Farini",4
"Pola RL","Suzzani - Arezzo",1
"Pola RL","Taramelli RL",11
"Pola RL","Temolo - Innovazione",1
"Pola RL","Treves",3
"Pola RL","Tunisia - Cozzi",5
"Pola RL","Tunisia Lecco Bellintani",2
"Pola RL","Valtellina - Aprica",4
"Pola RL","Vercelli - Piemonte",1
"Pola RL","Verrocchio - Juvara",5
"Pola RL","VIII novembre",9
"Pola RL","Vittor Pisani",7
"Pola RL","XXII Marzo",1
"Pola RL","XXV Aprile",12
"Pola RL","Zara M3",3
"Porta Genova","Accursio - Portello",15
"Porta Genova","Amendola M1",2
"Porta Genova","Aquileia",11
"Porta Genova","Arcivescovado",25
"Porta Genova","Arco della Pace 1 - Bertani",2
"Porta Genova","Arco della Pace 2 - Pagano",3
"Porta Genova","Arcole - Argelati",26
"Porta Genova","Ascanio Sforza - Pavia",15
"Porta Genova","Augusto",35
"Porta Genova","B.Marcello - Boscovich",2
"Porta Genova","Baldinucci - Maffucci",4
"Porta Genova","Balilla - Tibaldi",24
"Porta Genova","Bausan - Brofferio",1
"Porta Genova","Beatrice d'Este - Cassolo",3
"Porta Genova","Beccaria",39
"Porta Genova","Bergognone - Tortona",3
"Porta Genova","Bertarelli",12
"Porta Genova","Bocconi 2 - Bach",5
"Porta Genova","Bocconi 3 - I. Aragona",44
"Porta Genova","Bonomelli",3
"Porta Genova","Brenta MM",2
"Porta Genova","Brera",16
"Porta Genova","Brescia",4
"Porta Genova","Brianza - Venini",1
"Porta Genova","Buenos Aires - Lima",6
"Porta Genova","Buonarroti",2
"Porta Genova","Cadore - Pinaroli",20
"Porta Genova","Cadorna 1",13
"Porta Genova","Cadorna 2",1
"Porta Genova","Cadorna 3",8
"Porta Genova","Cairoli",6
"Porta Genova","Caldara / Curtatone",4
"Porta Genova","Canova - Sangiorgio",1
"Porta Genova","Cantore",11
"Porta Genova","Cantù",5
"Porta Genova","Cardinal Ferrari",30
"Porta Genova","Carlo Magno - Alcuino",4
"Porta Genova","Cavour",7
"Porta Genova","Centrale 2",4
"Porta Genova","Chiesa - E. Filiberto",4
"Porta Genova","Cinque Giornate",29
"Porta Genova","Cirene - Friuli",4
"Porta Genova","Col di Lana - Col Moschin",65
"Porta Genova","Conciliazione",6
"Porta Genova","Coni Zugna Solari",35
"Porta Genova","Cordusio",5
"Porta Genova","Crema - Giulio Romano",3
"Porta Genova","Crocetta",4
"Porta Genova","Cusani",4
"Porta Genova","D'Ancona",36
"Porta Genova","Dante - San Tomaso",1
"Porta Genova","De Angeli - R. Sanzio",3
"Porta Genova","De Angeli - Ripamonti",2
"Porta Genova","Dell'Umanitaria",6
"Porta Genova","Diaz",12
"Porta Genova","Domodossola FNM - Filelfo",2
"Porta Genova","Duomo",72
"Porta Genova","Edison",35
"Porta Genova","Elba - Cimarosa",11
"Porta Genova","Erculea",28
"Porta Genova","Farini - Quadrio",2
"Porta Genova","Fatebenefratelli",5
"Porta Genova","Festa del Perdono",19
"Porta Genova","Fiamma",11
"Porta Genova","Foppa - Caravaggio",6
"Porta Genova","Friuli",3
"Porta Genova","Garibaldi - Sturzo",1
"Porta Genova","Gioia - Carissimi",1
"Porta Genova","Gioia - Pirelli",14
"Porta Genova","Giovanni XXIII",3
"Porta Genova","Gorizia 1",17
"Porta Genova","Gorizia 2",27
"Porta Genova","Govone - Borgese",4
"Porta Genova","Imbonati - Dergano M3",3
"Porta Genova","Indipendenza-Castel Morrone",2
"Porta Genova","Italia - San Martino",18
"Porta Genova","Lanza",5
"Porta Genova","Lazio - Vasari - Morosini",3
"Porta Genova","Legnano Arena civica",3
"Porta Genova","Lodi - Papi",7
"Porta Genova","Loreto 1",1
"Porta Genova","Lotto",2
"Porta Genova","M. Gioia - ""Regione""",1
"Porta Genova","Mac Mahon - Artieri",2
"Porta Genova","Majno - Baretti",1
"Porta Genova","Manin - Bastioni",1
"Porta Genova","Manzoni",5
"Porta Genova","Marussig - Castelvetro",1
"Porta Genova","Mascagni",6
"Porta Genova","Meda",9
"Porta Genova","Medaglie D'Oro 1",5
"Porta Genova","Medaglie D'Oro 2",11
"Porta Genova","Melchiorre Gioia - Galvani",10
"Porta Genova","Melzi d Eril - Cagnola",1
"Porta Genova","Mentana",3
"Porta Genova","Milizie - Tortona",16
"Porta Genova","Missori",6
"Porta Genova","Molino delle Armi",23
"Porta Genova","Montenero - Spartaco",3
"Porta Genova","Morgagni Redi",1
"Porta Genova","Morozzo della Rocca",11
"Porta Genova","Moscova",3
"Porta Genova","Muratori - Umbria",7
"Porta Genova","Napo Torriani",11
"Porta Genova","Napoli - Washington",43
"Porta Genova","Naviglio G.Valenza",6
"Porta Genova","Naviglio Pavese - Torricelli",24
"Porta Genova","Novelli - Carnaghi",1
"Porta Genova","P.zza Luigi di Savoia",1
"Porta Genova","Pagano - Guido D'Arezzo",18
"Porta Genova","Palazzo Marino",17
"Porta Genova","Palestro 2",1
"Porta Genova","Patellani",26
"Porta Genova","Piazza Carbonari",1
"Porta Genova","Piazzale Lodi",7
"Porta Genova","Piola",2
"Porta Genova","Porta Genova",44
"Porta Genova","Porta Venezia 2",8
"Porta Genova","Procaccini - Gramsci",1
"Porta Genova","Procaccini . Cimitero Monumentale",1
"Porta Genova","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",2
"Porta Genova","Regina Margherita",5
"Porta Genova","Resistenza Partigiana",17
"Porta Genova","Richini",4
"Porta Genova","Ripamonti Bellezza",5
"Porta Genova","Romolo M2",3
"Porta Genova","Roncaglia - Washington",25
"Porta Genova","Rosario",22
"Porta Genova","Rotonda della Besana",2
"Porta Genova","S. F. Romana",4
"Porta Genova","S. Nazaro in Brolo",1
"Porta Genova","S. Stefano",1
"Porta Genova","S.M. del Carso",5
